Time		Person ID		Home X			Home Y
21170.0		229898101		4589799.344073718	5826340.296564284
21686.0		306071301		4597549.742080273	5821666.818969878
22919.0		320387001		4603952.028232624	5820745.041927107
23240.0		424899401		4589799.344073718	5826340.296564284
23661.0		202964301		4606187.375786817	5809755.347241542
26338.0		255611101		4603952.028232624	5820745.041927107
28577.0		216832701		4599912.653035337	5825407.152654956
31731.0		387639301		4595186.951031798	5823595.906326099
32074.0		412723001		4584176.001187645	5825929.580269651
32864.0		408402201		4588132.791858893	5821386.100661931
33083.0		338625901		4588132.791858893	5821386.100661931
33498.0		freight_566_44729-berlin		4606187.375786817	5809755.347241542
33555.0		292759601		4599912.653035337	5825407.152654956
34703.0		198923101		4598266.0537585355	5821523.314429306
35134.0		413889801		4591656.0656298	5824546.742583205
36482.0		64509501		4603952.028232624	5820745.041927107
36848.0		369503101		4588657.2472700095	5808457.439503875
37007.0		381469401		4589799.344073718	5826340.296564284
37515.0		409137901		4608535.984312654	5824922.726115958
38312.0		223731001		4591656.0656298	5824546.742583205
38425.0		230006301		4612712.078599223	5820700.718260317
38848.0		95715501		4591175.485874974	5815277.377502635
38928.0		369227901		4588132.791858893	5821386.100661931
39168.0		409137901		4589208.016437821	5817793.184218817
39656.0		95177101		4601080.478795077	5821537.109916661
40771.0		341877201		4603952.028232624	5820745.041927107
40851.0		235043101		4601080.478795077	5821537.109916661
42753.0		334433601		4626101.880340344	5821538.13964766
42867.0		193538901		4622578.889962517	5823858.980913356
43247.0		193197701		4659081.354724235	5735176.490740485
43880.0		388292801		4610846.709004476	5818056.4636739865
44141.0		173659901		4588132.791858893	5821386.100661931
45249.0		322449601		4606187.375786817	5809755.347241542
46061.0		438965201		4594745.8469928885	5820177.292732456
46640.0		freight_2598_berlin-130736		4570041.485294557	5790860.33226282
46980.0		447334201		4570041.485294557	5790860.33226282
47213.0		150415201		4597484.866184616	5823818.876784984
47797.0		freight_2601_berlin-130736		4596370.194542861	5821525.352387846
48303.0		267313701		4610419.8430909	5818119.707868929
48383.0		151623801		4610419.8430909	5818119.707868929
48471.0		108419001		4617829.5673637865	5816194.400417194
48703.0		373490801		4597984.213742814	5821494.051322858
48813.0		320387001		4588657.2472700095	5808457.439503875
49292.0		310607701		4626101.880340344	5821538.13964766
49372.0		387869801		4632366.210358276	5830504.43276574
50271.0		281200501		4632366.210358276	5830504.43276574
50392.0		441753101		4659081.354724235	5735176.490740485
52169.0		357517401		4593617.972953135	5821905.629998511
52723.0		freight_626_44729-berlin		4606187.375786817	5809755.347241542
52844.0		118898701		4597854.6602240065	5809182.750554259
54418.0		257083601		4591637.333550205	5819744.287852475
54955.0		412068201		4594366.031394356	5821366.955798541
56124.0		406540101		4593617.972953135	5821905.629998511
56616.0		361857201		4612751.564334963	5822760.774948586
56696.0		438833701		4588258.247614412	5813310.319772598
58320.0		384876401		4596701.713471795	5821784.788110679
58749.0		362381301		4597780.332573003	5821611.364995109
58777.0		199257001		4591427.524406927	5815459.794945506
58909.0		4567801		4610419.8430909	5818119.707868929
59071.0		438833701		4594366.031394356	5821366.955798541
60269.0		488383301		4594865.599653062	5820107.22901068
60361.0		415934601		4595618.542296484	5821886.573752473
60488.0		79687101		4598859.785911229	5825269.287413793
61242.0		267428801		4591656.0656298	5824546.742583205
62153.0		389716501		4586871.13245578	5819802.659265158
62747.0		52632601		4597484.866184616	5823818.876784984
62898.0		430148801		4594745.8469928885	5820177.292732456
63511.0		347845301		4591389.902131631	5813949.16616094
63890.0		407996401		4591427.524406927	5815459.794945506
64049.0		153111301		4599912.653035337	5825407.152654956
64089.0		271652801		4597854.6602240065	5809182.750554259
64305.0		449167501		4596566.041815012	5817124.670167845
64478.0		409113801		4602781.923941468	5818945.988419649
65256.0		263142401		4612712.078599223	5820700.718260317
66379.0		108419001		4591427.524406927	5815459.794945506
66665.0		288029201		4596370.194542861	5821525.352387846
66744.0		95030601		4570041.485294557	5790860.33226282
67027.0		297975501		4596429.346577423	5822127.858396258
67295.0		242625401		4600191.829715658	5817768.445093956
67399.0		415434501		4597854.6602240065	5809182.750554259
68112.0		488383301		4604198.0201388	5821559.2114778245
68192.0		132990601		4604198.0201388	5821559.2114778245
68873.0		137587101		4595618.542296484	5821886.573752473
69072.0		152910601		4594865.599653062	5820107.22901068
69631.0		95030601		4598795.451018044	5822376.8683327455
69711.0		434484701		4598623.428112332	5821118.558553922
69932.0		189063701		4599821.824946407	5819453.328042099
70908.0		386014401		4581297.91460234	5824634.338557826
71819.0		117731501		4596370.194542861	5821525.352387846
71908.0		429869101		4586708.416334094	5839449.137437685
72427.0		166492301		4601059.410738896	5821667.8081046855
72914.0		250473601		4610729.254113767	5820621.35520274
73874.0		74750501		4594865.599653062	5820107.22901068
75698.0		418974201		4604198.0201388	5821559.2114778245
76571.0		224309401		4602690.995240222	5824486.1691422835
77559.0		291841101		4589180.221267067	5840250.874371696
77638.0		248234601		4591389.902131631	5813949.16616094
79260.0		362972801		4590303.919393883	5817595.258356531
81017.0		243421801		4594865.599653062	5820107.22901068
81775.0		387639301		4611604.89424955	5819946.458767274
83479.0		231099901		4591637.333550205	5819744.287852475
