Time		Person ID		Home X			Home Y
18520.0		315852001		4589799.344073718	5826340.296564284
22949.0		320387001		4596740.296209794	5821598.362650447
23636.0		306071301		4591415.269138537	5812036.100309968
25094.0		115036501		4603952.028232624	5820745.041927107
26338.0		255611101		4626735.707072631	5832035.593349007
30900.0		281487101		4589799.344073718	5826340.296564284
31778.0		387639301		4589799.344073718	5826340.296564284
33012.0		350929401		4596863.378142486	5822129.420474698
33061.0		413889801		4603952.028232624	5820745.041927107
33475.0		freight_566_44729-berlin		4606187.375786817	5809755.347241542
34324.0		410157101		4595006.618992889	5824709.96731898
36686.0		64509501		4599912.653035337	5825407.152654956
37264.0		178986701		4619638.782546187	5823199.977985813
37529.0		281487101		4619638.782546187	5823199.977985813
37662.0		95715501		4587184.894028609	5820801.412066101
38141.0		230006301		4588132.791858893	5821386.100661931
38781.0		369227901		4588132.791858893	5821386.100661931
38861.0		95177101		4599912.653035337	5825407.152654956
41783.0		191043801		4593454.519954874	5820410.711083728
42549.0		341877201		4619638.782546187	5823199.977985813
42668.0		334433601		4619638.782546187	5823199.977985813
43041.0		388292801		4590044.079064047	5821784.108252935
43277.0		381469401		4595006.618992889	5824709.96731898
43357.0		193538901		4593454.519954874	5820410.711083728
44381.0		173659901		4596863.378142486	5822129.420474698
44728.0		322449601		4591656.0656298	5824546.742583205
45220.0		freight_2512_berlin-130736		4608535.984312654	5824922.726115958
45631.0		150415201		4606187.375786817	5809755.347241542
46127.0		447334201		4589799.344073718	5826340.296564284
46670.0		freight_2598_berlin-130736		4592588.6617328245	5819694.142075719
48121.0		199731401		4592566.845760823	5817524.571044427
48242.0		373490801		4591656.0656298	5824546.742583205
48297.0		108419001		4612712.078599223	5820700.718260317
48322.0		151623801		4600695.945733723	5819066.567442748
48768.0		320387001		4588132.791858893	5821386.100661931
49375.0		387869801		4563057.154448026	5805579.763943797
50028.0		441753101		4610846.709004476	5818056.4636739865
51093.0		407774801		4601080.478795077	5821537.109916661
52080.0		357517401		4592588.6617328245	5819694.142075719
52416.0		208499301		4601080.478795077	5821537.109916661
52592.0		246403201		4619638.782546187	5823199.977985813
52636.0		freight_626_44729-berlin		4619638.782546187	5823199.977985813
52904.0		418439101		4599912.653035337	5825407.152654956
54149.0		272741901		4593875.751207097	5825882.9857791215
54156.0		397125901		4593875.751207097	5825882.9857791215
54218.0		freight_562_44729-berlin		4592281.545584837	5819758.843284914
54479.0		257083601		4588132.791858893	5821386.100661931
56022.0		406540101		4594745.8469928885	5820177.292732456
56531.0		431044701		4589135.378976276	5820984.429008489
56870.0		438833701		4617829.5673637865	5816194.400417194
57300.0		186608601		4605792.869921091	5809575.572581349
58366.0		362381301		4597984.213742814	5821494.051322858
58740.0		199257001		4590303.919393883	5817595.258356531
58746.0		435039901		4632366.210358276	5830504.43276574
60440.0		415934601		4632366.210358276	5830504.43276574
60926.0		265430301		4610419.8430909	5818119.707868929
62173.0		420932101		4588657.2472700095	5808457.439503875
62712.0		430148801		4612712.078599223	5820700.718260317
62944.0		52632601		4606187.375786817	5809755.347241542
63024.0		267428801		4588258.247614412	5813310.319772598
63253.0		188774201		4592281.545584837	5819758.843284914
63545.0		347845301		4596701.713471795	5821784.788110679
64811.0		386014401		4594745.8469928885	5820177.292732456
65329.0		263142401		4606187.375786817	5809755.347241542
66287.0		297975501		4605792.869921091	5809575.572581349
66437.0		449167501		4593454.519954874	5820410.711083728
66575.0		192170001		4597484.866184616	5823818.876784984
66675.0		95030601		4595006.618992889	5824709.96731898
67607.0		108419001		4593875.751207097	5825882.9857791215
67940.0		288029201		4596863.378142486	5822129.420474698
68355.0		271652801		4586871.13245578	5819802.659265158
68802.0		357408001		4597984.213742814	5821494.051322858
68898.0		137587101		4602852.786965976	5820794.799272494
69995.0		152910601		4594337.7643368635	5823159.0162520185
70011.0		195673001		4602690.995240222	5824486.1691422835
71424.0		334314901		4600391.155186522	5821845.201312515
72436.0		166492301		4588107.807672846	5817019.1002419125
72970.0		350929401		4595006.618992889	5824709.96731898
73159.0		115036501		4588718.375311231	5817666.355807502
74091.0		74750501		4604198.0201388	5821559.2114778245
76085.0		418974201		4594366.031394356	5821366.955798541
76140.0		411029601		4598263.039142233	5821833.540212336
76433.0		224309401		4598263.039142233	5821833.540212336
77403.0		291841101		4596566.041815012	5817124.670167845
77606.0		263635101		4597910.75525114	5820976.226928863
78202.0		248234601		4597211.75078581	5823854.919421777
78694.0		392816801		4598623.428112332	5821118.558553922
79233.0		362972801		4594366.031394356	5821366.955798541
81017.0		243421801		4610729.254113767	5820621.35520274
81302.0		267313701		4604198.0201388	5821559.2114778245
81775.0		387639301		4602690.995240222	5824486.1691422835
87110.0		118796901		4619638.782546187	5823199.977985813
92339.0		434939401		4594366.031394356	5821366.955798541
